time,e11,e22,e33,tw0,tr0,tw1,tr1,tw2,tr2,tw3,tr3,tw4,tr4,tw5,tr5,tw6,tr6,tw7,tr7,tw8,tr8,tw9,tr9,tw10,tr10,tw11,tr11,
500000,-0.0247788,-0.0247788,0.05,0.000336165,5.00357e-08,0.000336165,5.00357e-08,1.40359e+203,0,0.000336165,5.00357e-08,0.000336165,5.00357e-08,1.40359e+203,0,0.000336165,5.00357e-08,0.000336165,5.00357e-08,1.40359e+203,0,0.000336165,5.00357e-08,0.000336165,5.00357e-08,1.40359e+203,0
510000,-0.0252782,-0.0252782,0.051,0.0003368,4.99173e-08,0.0003368,4.99173e-08,1.40359e+203,0,0.0003368,4.99173e-08,0.0003368,4.99173e-08,1.40359e+203,0,0.0003368,4.99173e-08,0.0003368,4.99173e-08,1.40359e+203,0,0.0003368,4.99173e-08,0.0003368,4.99173e-08,1.40359e+203,0
520000,-0.0257777,-0.0257777,0.052,0.000337381,4.98091e-08,0.000337381,4.98091e-08,1.40359e+203,0,0.000337381,4.98091e-08,0.000337381,4.98091e-08,1.40359e+203,0,0.000337381,4.98091e-08,0.000337381,4.98091e-08,1.40359e+203,0,0.000337381,4.98091e-08,0.000337381,4.98091e-08,1.40359e+203,0
530000,-0.0262772,-0.0262772,0.053,0.000337913,4.97103e-08,0.000337913,4.97103e-08,1.40359e+203,0,0.000337913,4.97103e-08,0.000337913,4.97103e-08,1.40359e+203,0,0.000337913,4.97103e-08,0.000337913,4.97103e-08,1.40359e+203,0,0.000337913,4.97103e-08,0.000337913,4.97103e-08,1.40359e+203,0
540000,-0.0267768,-0.0267768,0.054,0.0003384,4.96199e-08,0.0003384,4.96199e-08,1.40359e+203,0,0.0003384,4.96199e-08,0.0003384,4.96199e-08,1.40359e+203,0,0.0003384,4.96199e-08,0.0003384,4.96199e-08,1.40359e+203,0,0.0003384,4.96199e-08,0.0003384,4.96199e-08,1.40359e+203,0
550000,-0.0272764,-0.0272764,0.055,0.000338846,4.95373e-08,0.000338846,4.95373e-08,1.40359e+203,0,0.000338846,4.95373e-08,0.000338846,4.95373e-08,1.40359e+203,0,0.000338846,4.95373e-08,0.000338846,4.95373e-08,1.40359e+203,0,0.000338846,4.95373e-08,0.000338846,4.95373e-08,1.40359e+203,0
560000,-0.0277761,-0.0277761,0.056,0.000339255,4.94618e-08,0.000339255,4.94618e-08,1.40359e+203,0,0.000339255,4.94618e-08,0.000339255,4.94618e-08,1.40359e+203,0,0.000339255,4.94618e-08,0.000339255,4.94618e-08,1.40359e+203,0,0.000339255,4.94618e-08,0.000339255,4.94618e-08,1.40359e+203,0
570000,-0.0282758,-0.0282758,0.057,0.000339629,4.93928e-08,0.000339629,4.93928e-08,1.40359e+203,0,0.000339629,4.93928e-08,0.000339629,4.93928e-08,1.40359e+203,0,0.000339629,4.93928e-08,0.000339629,4.93928e-08,1.40359e+203,0,0.000339629,4.93928e-08,0.000339629,4.93928e-08,1.40359e+203,0
580000,-0.0287755,-0.0287755,0.058,0.000339972,4.93297e-08,0.000339972,4.93297e-08,1.40359e+203,0,0.000339972,4.93297e-08,0.000339972,4.93297e-08,1.40359e+203,0,0.000339972,4.93297e-08,0.000339972,4.93297e-08,1.40359e+203,0,0.000339972,4.93297e-08,0.000339972,4.93297e-08,1.40359e+203,0
590000,-0.0292752,-0.0292752,0.059,0.000340285,4.9272e-08,0.000340285,4.9272e-08,1.40359e+203,0,0.000340285,4.9272e-08,0.000340285,4.9272e-08,1.40359e+203,0,0.000340285,4.9272e-08,0.000340285,4.9272e-08,1.40359e+203,0,0.000340285,4.9272e-08,0.000340285,4.9272e-08,1.40359e+203,0
600000,-0.0297749,-0.0297749,0.06,0.000340573,4.92192e-08,0.000340573,4.92192e-08,1.40359e+203,0,0.000340573,4.92192e-08,0.000340573,4.92192e-08,1.40359e+203,0,0.000340573,4.92192e-08,0.000340573,4.92192e-08,1.40359e+203,0,0.000340573,4.92192e-08,0.000340573,4.92192e-08,1.40359e+203,0
610000,-0.0302747,-0.0302747,0.061,0.000340835,4.9171e-08,0.000340835,4.9171e-08,1.40359e+203,0,0.000340835,4.9171e-08,0.000340835,4.9171e-08,1.40359e+203,0,0.000340835,4.9171e-08,0.000340835,4.9171e-08,1.40359e+203,0,0.000340835,4.9171e-08,0.000340835,4.9171e-08,1.40359e+203,0
620000,-0.0307745,-0.0307745,0.062,0.000341076,4.91269e-08,0.000341076,4.91269e-08,1.40359e+203,0,0.000341076,4.91269e-08,0.000341076,4.91269e-08,1.40359e+203,0,0.000341076,4.91269e-08,0.000341076,4.91269e-08,1.40359e+203,0,0.000341076,4.91269e-08,0.000341076,4.91269e-08,1.40359e+203,0
630000,-0.0312743,-0.0312743,0.063,0.000341296,4.90865e-08,0.000341296,4.90865e-08,1.40359e+203,0,0.000341296,4.90865e-08,0.000341296,4.90865e-08,1.40359e+203,0,0.000341296,4.90865e-08,0.000341296,4.90865e-08,1.40359e+203,0,0.000341296,4.90865e-08,0.000341296,4.90865e-08,1.40359e+203,0
640000,-0.0317741,-0.0317741,0.064,0.000341497,4.90496e-08,0.000341497,4.90496e-08,1.40359e+203,0,0.000341497,4.90496e-08,0.000341497,4.90496e-08,1.40359e+203,0,0.000341497,4.90496e-08,0.000341497,4.90496e-08,1.40359e+203,0,0.000341497,4.90496e-08,0.000341497,4.90496e-08,1.40359e+203,0
650000,-0.032274,-0.032274,0.065,0.000341682,4.90159e-08,0.000341682,4.90159e-08,1.40359e+203,0,0.000341682,4.90159e-08,0.000341682,4.90159e-08,1.40359e+203,0,0.000341682,4.90159e-08,0.000341682,4.90159e-08,1.40359e+203,0,0.000341682,4.90159e-08,0.000341682,4.90159e-08,1.40359e+203,0
660000,-0.0327738,-0.0327738,0.066,0.000341851,4.8985e-08,0.000341851,4.8985e-08,1.40359e+203,0,0.000341851,4.8985e-08,0.000341851,4.8985e-08,1.40359e+203,0,0.000341851,4.8985e-08,0.000341851,4.8985e-08,1.40359e+203,0,0.000341851,4.8985e-08,0.000341851,4.8985e-08,1.40359e+203,0
670000,-0.0332737,-0.0332737,0.067,0.000342005,4.89568e-08,0.000342005,4.89568e-08,1.40359e+203,0,0.000342005,4.89568e-08,0.000342005,4.89568e-08,1.40359e+203,0,0.000342005,4.89568e-08,0.000342005,4.89568e-08,1.40359e+203,0,0.000342005,4.89568e-08,0.000342005,4.89568e-08,1.40359e+203,0
680000,-0.0337736,-0.0337736,0.068,0.000342146,4.8931e-08,0.000342146,4.8931e-08,1.40359e+203,0,0.000342146,4.8931e-08,0.000342146,4.8931e-08,1.40359e+203,0,0.000342146,4.8931e-08,0.000342146,4.8931e-08,1.40359e+203,0,0.000342146,4.8931e-08,0.000342146,4.8931e-08,1.40359e+203,0
690000,-0.0342734,-0.0342734,0.069,0.000342276,4.89074e-08,0.000342276,4.89074e-08,1.40359e+203,0,0.000342276,4.89074e-08,0.000342276,4.89074e-08,1.40359e+203,0,0.000342276,4.89074e-08,0.000342276,4.89074e-08,1.40359e+203,0,0.000342276,4.89074e-08,0.000342276,4.89074e-08,1.40359e+203,0
700000,-0.0347733,-0.0347733,0.07,0.000342394,4.88858e-08,0.000342394,4.88858e-08,1.40359e+203,0,0.000342394,4.88858e-08,0.000342394,4.88858e-08,1.40359e+203,0,0.000342394,4.88858e-08,0.000342394,4.88858e-08,1.40359e+203,0,0.000342394,4.88858e-08,0.000342394,4.88858e-08,1.40359e+203,0
710000,-0.0352732,-0.0352732,0.071,0.000342502,4.8866e-08,0.000342502,4.8866e-08,1.40359e+203,0,0.000342502,4.8866e-08,0.000342502,4.8866e-08,1.40359e+203,0,0.000342502,4.8866e-08,0.000342502,4.8866e-08,1.40359e+203,0,0.000342502,4.8866e-08,0.000342502,4.8866e-08,1.40359e+203,0
720000,-0.0357732,-0.0357732,0.072,0.000342601,4.8848e-08,0.000342601,4.8848e-08,1.40359e+203,0,0.000342601,4.8848e-08,0.000342601,4.8848e-08,1.40359e+203,0,0.000342601,4.8848e-08,0.000342601,4.8848e-08,1.40359e+203,0,0.000342601,4.8848e-08,0.000342601,4.8848e-08,1.40359e+203,0
730000,-0.0362731,-0.0362731,0.073,0.000342692,4.88314e-08,0.000342692,4.88314e-08,1.40359e+203,0,0.000342692,4.88314e-08,0.000342692,4.88314e-08,1.40359e+203,0,0.000342692,4.88314e-08,0.000342692,4.88314e-08,1.40359e+203,0,0.000342692,4.88314e-08,0.000342692,4.88314e-08,1.40359e+203,0
740000,-0.036773,-0.036773,0.074,0.000342775,4.88163e-08,0.000342775,4.88163e-08,1.40359e+203,0,0.000342775,4.88163e-08,0.000342775,4.88163e-08,1.40359e+203,0,0.000342775,4.88163e-08,0.000342775,4.88163e-08,1.40359e+203,0,0.000342775,4.88163e-08,0.000342775,4.88163e-08,1.40359e+203,0
